ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
56,Wyoming,WY,56005,Campbell,56005000500,"Census Tract 5, Campbell County, Wyoming",13.594724007176,6164,756,2391,235,2097,229,511,322,130,98,303,140,133,67,468,292,426,86,2076,476,367,143,188,125,0,68,343,307,102,77,24,21,0,24,12,19,178,57,8.7,5.4,4.1,2.9,14.4,6.5,3.5,1.8,7.8,4.6,6.9,1.5,33.7,6.5,6.1,2.5,9.0,5.9,0.0,1.2,5.6,4.9,4.3,3.2,1.0,0.9,0.0,1.1,0.6,0.9,2.9,0.9,0.1139,0.5443,0.2342,0.2152,0.3038,1.4114,0.1329,0.0443,0.9937,0.0506,0.8734,0.0,1.962,0.2658,0.0759,0.0759,0.0759,0.6519,0.1835,0.0,0.1646,0.7848,1.7848,0.2595,5.2341,0.0886,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4635,62,1064,0,17,286,299,0,17,10,8,0,17,47,64,0,17,1.0,17.8,0.0,0.6,4.6,4.7,0.0,0.6,0.2,0.1,0.0,0.6,0.8,1.0,0.0,0.6
56,Wyoming,WY,56005,Campbell,56005000600,"Census Tract 6, Campbell County, Wyoming",7.903998675642,5563,810,2947,296,2377,310,1622,680,123,115,771,250,233,151,408,247,1017,273,1422,410,944,277,200,131,0,68,1410,539,583,233,666,245,59,86,249,150,178,104,30.0,11.8,4.5,4.1,32.4,9.6,6.7,4.1,7.6,4.4,18.3,4.6,25.6,6.4,17.5,4.9,8.4,5.4,0.0,1.3,25.3,9.0,19.8,7.7,22.6,7.7,2.5,3.6,10.5,6.3,3.2,1.8,0.8861,0.6013,0.9177,0.5633,0.2848,3.2532,0.7532,0.6013,0.7089,0.8354,0.8291,0.0,2.9747,0.8228,0.8797,0.8797,0.8797,0.9494,0.7785,0.7025,0.9557,0.8038,4.1899,1.0,11.2975,0.9684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,8063,578,1117,158,132,914,484,0,17,140,143,29,49,169,129,0,17,10.7,1.6,2.8,2.3,16.4,7.9,0.0,0.6,2.5,2.5,0.5,0.9,3.0,2.3,0.0,0.6
56,Wyoming,WY,56005,Campbell,56005000701,"Census Tract 7.01, Campbell County, Wyoming",1245.44003024189,1838,564,828,217,758,220,73,58,57,52,63,54,147,172,255,94,401,288,291,127,440,259,0,16,0,48,0,29,0,16,177,84,0,16,39,59,0,12,4.0,2.9,5.2,5.5,8.3,6.7,10.0,12.5,13.9,5.4,21.8,16.3,15.8,4.9,23.9,14.3,0.0,2.1,0.0,2.7,0.0,1.6,0.0,1.9,21.4,11.1,0.0,2.1,5.1,8.1,0.0,0.7,0.0063,0.6582,0.0316,0.8228,0.6962,2.2151,0.4177,0.7975,0.1456,0.962,0.0,0.0,1.9051,0.2468,0.0,0.0,0.0,0.0,0.7658,0.0,0.7532,0.0,1.519,0.1582,5.6392,0.1519,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1773,85,802,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4.6,1.5,0.0,1.9,0.0,1.9,0.0,1.9,0.0,1.9,0.0,1.9,0.0,1.9,0.0,1.9
56,Wyoming,WY,56005,Campbell,56005000702,"Census Tract 7.02, Campbell County, Wyoming",1004.257941796094,6496,869,2594,284,2267,303,973,441,313,164,569,231,196,115,1224,827,607,255,1749,458,807,265,163,140,0,68,357,180,33,55,818,179,40,48,104,91,7,15,15.1,6.5,9.4,4.4,25.1,9.6,4.8,2.8,18.8,11.1,9.3,3.7,26.9,6.1,12.4,4.3,7.2,6.1,0.0,1.2,5.5,2.7,1.3,2.1,31.5,6.6,1.8,2.1,4.6,3.8,0.1,0.2,0.4241,0.9114,0.7215,0.3924,0.8987,3.3481,0.7785,0.1013,0.7595,0.3987,0.7722,0.0,2.0317,0.2975,0.0696,0.0696,0.0696,0.4177,0.8987,0.6013,0.6709,0.2722,2.8608,0.7152,8.3102,0.6392,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3652,404,1217,0,17,323,167,0,17,0,17,0,17,34,59,0,17,6.2,0.9,0.0,0.5,5.0,2.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.9,0.0,0.5
56,Wyoming,WY,56007,Carbon,56007967600,"Census Tract 9676, Carbon County, Wyoming",3337.06637745058,2250,264,1028,101,673,89,484,158,3,4,91,42,200,72,289,115,278,65,417,125,214,60,32,35,21,45,608,159,0,16,315,68,6,13,10,13,619,79,29.7,8.7,0.3,0.4,13.5,6.0,11.7,3.9,17.7,5.9,12.4,3.2,18.5,5.1,13.1,3.9,4.8,5.2,1.0,2.1,27.0,6.3,0.0,1.6,30.6,6.3,0.9,1.9,1.5,1.9,27.5,1.4,0.8734,0.0253,0.1709,0.8924,0.8608,2.8228,0.6139,0.2658,0.2342,0.4747,0.5823,0.7532,2.3102,0.4367,0.8987,0.8987,0.8987,0.0,0.8861,0.3671,0.2911,0.9873,2.5316,0.5443,8.5633,0.6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3405,236,337,55,25,473,149,16,24,39,21,0,12,22,17,3,6,14.5,2.1,2.4,1.0,21.0,5.3,0.7,1.1,1.7,0.9,0.0,1.5,1.0,0.7,0.1,0.2
56,Wyoming,WY,56007,Carbon,56007967700,"Census Tract 9677, Carbon County, Wyoming",9.900040995898,3852,319,2084,178,1581,190,597,269,75,51,237,105,175,78,331,145,454,109,1045,175,263,88,125,89,19,57,1229,272,245,121,410,107,18,25,28,27,57,66,15.7,7.0,3.7,2.5,15.0,6.4,7.1,3.2,8.7,3.6,11.8,2.7,27.1,4.0,6.9,2.3,7.9,5.5,0.5,1.6,31.9,6.5,11.8,5.7,19.7,5.4,1.1,1.6,1.8,1.7,1.5,1.7,0.4747,0.481,0.2532,0.6013,0.3544,2.1646,0.4051,0.2468,0.7722,0.0759,0.8038,0.6456,2.5443,0.5886,0.9304,0.9304,0.9304,0.8544,0.7342,0.4367,0.3228,0.6646,3.0127,0.7848,8.652,0.7089,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3942,731,459,36,49,965,227,59,49,128,80,0,12,34,34,7,12,19.3,1.7,0.9,1.3,25.1,5.2,1.5,1.3,3.3,2.0,0.0,0.9,0.9,0.9,0.2,0.3
56,Wyoming,WY,56007,Carbon,56007967800,"Census Tract 9678, Carbon County, Wyoming",10.817351393946,4287,320,2034,139,1759,166,1042,330,171,130,336,131,346,169,522,254,490,121,1164,209,568,156,150,81,239,144,1289,259,6,16,172,93,53,61,77,54,51,53,24.6,7.5,8.2,6.2,19.1,7.2,12.6,6.1,12.3,5.8,11.4,3.0,27.2,4.4,13.4,3.9,8.5,4.5,5.9,3.5,30.1,5.6,0.3,0.8,8.5,4.6,3.0,3.5,4.4,3.0,1.2,1.2,0.7911,0.8608,0.4114,0.9051,0.6203,3.5887,0.8481,0.1899,0.7785,0.5127,0.8354,0.9873,3.3038,0.9241,0.9241,0.9241,0.9241,0.3101,0.462,0.7785,0.6582,0.5949,2.8037,0.6835,10.6203,0.9114,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3022,351,491,48,46,1169,248,33,47,0,12,5,8,34,34,0,12,8.3,0.6,1.1,1.1,27.3,5.3,0.8,1.1,0.0,0.8,0.1,0.2,0.8,0.8,0.0,0.8
56,Wyoming,WY,56007,Carbon,56007968000,"Census Tract 9680, Carbon County, Wyoming",1873.233385295176,3056,301,2371,189,1554,162,591,165,0,12,454,137,114,67,390,130,963,132,379,143,337,123,98,55,59,79,191,120,0,16,252,80,39,39,34,34,42,31,19.5,5.1,0.0,2.1,29.2,8.3,4.7,2.7,12.8,4.2,31.5,5.5,12.4,4.5,11.1,4.1,6.3,3.5,2.0,2.7,6.3,3.9,0.0,0.7,10.6,3.4,2.5,2.5,2.2,2.2,1.4,1.0,0.6456,0.0,0.8544,0.3734,0.6519,2.5253,0.519,0.9684,0.0506,0.2722,0.7278,0.9051,2.9241,0.7722,0.1266,0.1266,0.1266,0.0,0.5253,0.7025,0.3861,0.6392,2.2531,0.4051,7.8291,0.538,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2642,366,435,1,3,121,106,8,18,8,16,0,12,53,51,0,12,12.1,1.2,0.0,0.1,4.0,3.4,0.3,0.6,0.3,0.5,0.0,1.1,1.7,1.6,0.0,1.1
56,Wyoming,WY,56007,Carbon,56007968100,"Census Tract 9681, Carbon County, Wyoming",2666.782310810028,1628,301,1292,106,659,108,405,206,18,20,144,55,137,73,240,181,349,83,478,157,336,78,16,12,4,46,146,80,0,16,293,62,16,13,45,31,0,12,24.9,11.8,2.8,3.1,21.9,7.5,13.1,7.0,14.8,10.4,21.4,5.8,29.4,8.0,20.7,4.9,2.4,1.8,0.3,3.0,9.0,4.6,0.0,1.2,22.7,4.8,2.4,1.9,6.8,4.5,0.0,0.7,0.7975,0.3608,0.5886,0.9177,0.7468,3.4114,0.7911,0.7468,0.8734,0.9177,0.2215,0.538,3.2974,0.9177,0.2722,0.2722,0.2722,0.0,0.7848,0.6772,0.8481,0.0,2.3101,0.4367,9.2911,0.7722,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,662,299,422,23,27,52,48,0,12,2,3,0,12,69,55,0,12,18.4,3.4,1.4,1.5,3.2,3.0,0.0,2.1,0.1,0.2,0.0,2.1,4.2,3.1,0.0,2.1
56,Wyoming,WY,56009,Converse,56009956400,"Census Tract 9564, Converse County, Wyoming",46.805599507592,4518,451,2258,213,1813,243,454,223,62,72,322,154,343,180,296,161,758,162,1080,295,603,192,25,39,0,48,1061,211,268,177,341,201,0,16,40,42,56,40,10.2,4.9,2.8,3.1,17.8,8.2,11.2,5.9,6.6,3.5,16.8,4.0,23.9,6.1,13.5,4.4,1.4,2.1,0.0,1.1,23.5,4.0,11.9,7.8,15.1,8.6,0.0,0.9,2.2,2.4,1.2,0.9,0.1456,0.3608,0.3671,0.8734,0.1962,1.9431,0.3481,0.4873,0.5886,0.5316,0.1456,0.0,1.7531,0.2025,0.8291,0.8291,0.8291,0.8608,0.6519,0.0,0.3861,0.5949,2.4937,0.519,7.019,0.3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,383,682,0,12,821,171,19,37,8,7,0,12,213,116,0,12,8.6,0.9,0.0,0.8,18.2,4.0,0.4,0.8,0.2,0.2,0.0,0.8,4.7,2.5,0.0,0.8
56,Wyoming,WY,56009,Converse,56009956500,"Census Tract 9565, Converse County, Wyoming",14.302426965362,3214,439,1458,186,1342,176,592,252,101,70,302,118,101,71,347,171,563,145,806,213,476,179,27,29,25,60,219,154,85,51,267,84,11,22,33,38,0,12,18.5,7.5,6.0,4.1,22.5,8.3,4.4,3.1,10.8,4.8,17.5,4.3,25.1,5.7,14.8,5.1,2.0,2.1,0.9,2.0,6.8,4.7,5.8,3.4,18.3,5.5,0.8,1.6,2.5,2.8,0.0,0.4,0.6076,0.7468,0.6266,0.3228,0.519,2.8228,0.6139,0.538,0.6519,0.6329,0.1899,0.7278,2.7405,0.7215,0.1456,0.1456,0.1456,0.7025,0.7152,0.3481,0.4557,0.0,2.2215,0.3861,7.9304,0.5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,268,631,0,12,205,151,0,12,14,26,0,12,0,12,0,12,8.3,1.2,0.0,1.1,6.4,4.7,0.0,1.1,0.4,0.8,0.0,1.1,0.0,1.1,0.0,1.1
56,Wyoming,WY,56009,Converse,56009956600,"Census Tract 9566, Converse County, Wyoming",4183.808733807252,3289,296,1782,207,1312,180,413,239,39,46,74,41,213,91,226,116,606,122,709,185,360,104,6,14,0,48,142,101,0,16,301,99,36,29,24,28,0,12,12.6,7.2,2.3,2.7,5.6,3.0,8.7,3.7,6.9,3.5,18.4,3.5,21.6,5.3,10.9,3.2,0.5,1.1,0.0,1.5,4.3,3.0,0.0,0.9,16.9,5.2,2.7,2.2,1.8,2.1,0.0,0.4,0.2785,0.2405,0.0063,0.7152,0.2025,1.443,0.1456,0.6139,0.4684,0.2595,0.0633,0.0,1.4051,0.0633,0.0443,0.0443,0.0443,0.0,0.6962,0.7278,0.3228,0.0,1.7468,0.2468,4.6392,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,755,429,0,12,74,68,0,12,0,12,0,12,68,71,0,12,23.0,2.1,0.0,1.1,2.2,2.0,0.0,1.1,0.0,1.1,0.0,1.1,2.1,2.1,0.0,1.1
56,Wyoming,WY,56009,Converse,56009956700,"Census Tract 9567, Converse County, Wyoming",10.07617146185,2821,125,1193,151,994,144,676,237,172,84,206,84,121,77,392,200,400,141,847,168,479,136,99,55,10,49,162,120,69,39,146,81,45,36,8,13,0,12,24.0,8.3,13.1,6.0,20.7,7.9,7.2,4.5,14.0,7.1,14.2,4.7,30.0,5.8,17.1,4.9,10.0,5.3,0.4,1.9,5.7,4.2,5.8,3.2,12.2,6.9,4.5,3.6,0.8,1.3,0.0,0.4,0.7658,0.9747,0.5443,0.6329,0.7089,3.6266,0.8671,0.3671,0.9177,0.8165,0.9114,0.5886,3.6013,0.9684,0.0886,0.0886,0.0886,0.7025,0.5696,0.9051,0.1772,0.0,2.3544,0.4494,9.6709,0.8418,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,4,1901,364,237,0,12,44,40,0,12,0,12,0,12,118,111,0,12,12.9,0.6,0.0,1.2,1.6,1.4,0.0,1.2,0.0,1.2,0.0,1.2,4.2,3.9,0.0,1.2
56,Wyoming,WY,56011,Crook,56011950200,"Census Tract 9502, Crook County, Wyoming",2008.850238271638,4698,395,2199,150,1632,143,602,212,36,33,253,85,266,134,304,138,832,161,1290,232,503,139,0,16,7,48,232,128,13,16,605,137,8,11,17,17,0,12,12.9,4.4,1.6,1.5,15.5,5.0,8.7,4.1,6.5,3.0,17.7,3.8,27.5,4.4,10.7,3.1,0.0,1.0,0.2,1.1,4.9,2.7,0.6,0.7,27.5,6.3,0.5,0.7,1.0,1.0,0.0,0.3,0.2911,0.1329,0.2722,0.7152,0.1899,1.6013,0.2278,0.557,0.7911,0.2342,0.0,0.4937,2.076,0.3291,0.057,0.057,0.057,0.3481,0.8544,0.2468,0.1962,0.0,1.6455,0.2215,5.3798,0.1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,749,609,0,12,101,84,18,26,80,68,0,12,33,43,0,12,15.9,1.3,0.0,0.7,2.1,1.7,0.4,0.5,1.7,1.4,0.0,0.7,0.7,0.9,0.0,0.7
56,Wyoming,WY,56011,Crook,56011950300,"Census Tract 9503, Crook County, Wyoming",845.628462897528,2804,395,1463,149,1194,151,456,176,0,12,219,73,91,60,311,163,670,161,546,220,283,94,16,19,81,95,216,109,9,18,174,84,12,22,28,31,72,31,16.7,6.0,0.0,2.5,18.3,5.7,4.3,2.7,11.4,5.6,23.9,6.9,19.5,7.3,10.4,3.8,1.3,1.6,3.2,3.7,7.7,3.7,0.6,1.2,11.9,5.6,1.0,1.8,2.3,2.7,2.6,1.0,0.5316,0.0,0.3734,0.3101,0.5443,1.7594,0.2785,0.8354,0.2975,0.2025,0.1329,0.9747,2.443,0.5063,0.2025,0.2025,0.2025,0.3481,0.557,0.4114,0.4114,0.7658,2.4937,0.519,6.8986,0.3354,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2729,311,587,0,12,81,84,0,12,1,2,0,12,134,66,0,12,11.4,1.7,0.0,1.2,2.9,3.0,0.0,1.2,0.0,0.1,0.0,1.2,4.8,2.4,0.0,1.2
56,Wyoming,WY,56013,Fremont,56013000100,"Census Tract 1, Fremont County, Wyoming",13.201606919938,3816,438,1713,190,1445,207,652,219,47,36,430,183,230,113,676,254,569,124,882,252,611,167,57,48,0,48,545,325,63,55,300,99,28,28,53,54,207,71,18.0,5.7,2.5,1.9,29.8,11.9,8.7,4.1,18.6,6.5,14.9,3.5,23.1,6.0,16.8,4.3,3.9,3.3,0.0,1.3,14.3,8.4,3.7,3.2,17.5,5.3,1.9,1.9,3.7,3.5,5.4,1.8,0.5696,0.2848,0.8734,0.7152,0.8797,3.3227,0.7658,0.4051,0.538,0.7911,0.4557,0.0,2.1899,0.3734,0.519,0.519,0.519,0.5949,0.7089,0.6139,0.5949,0.8481,3.3607,0.8924,9.3923,0.8101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,280,592,0,12,166,92,0,12,307,112,0,12,72,53,0,12,7.8,0.9,0.0,0.9,4.4,2.4,0.0,0.9,8.0,2.8,0.0,0.9,1.9,1.4,0.0,0.9
56,Wyoming,WY,56013,Fremont,56013000200,"Census Tract 2, Fremont County, Wyoming",7.164947323872,3782,365,1606,136,1512,119,607,253,48,69,412,137,118,81,598,329,740,147,1068,247,357,101,50,35,0,48,521,237,36,32,56,50,7,16,82,56,5,3,16.0,6.5,2.5,3.6,27.2,8.8,4.6,3.1,15.8,8.1,19.6,4.0,28.2,5.9,9.4,2.7,3.3,2.3,0.0,1.4,13.8,6.1,2.2,2.0,3.5,3.1,0.5,1.1,5.4,3.7,0.1,0.1,0.5,0.2848,0.7848,0.3481,0.7722,2.6899,0.5886,0.6835,0.8291,0.1519,0.3861,0.0,2.0506,0.3165,0.4937,0.4937,0.4937,0.4747,0.2975,0.2468,0.7722,0.2722,2.0634,0.3228,7.2976,0.4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945,372,527,57,49,115,99,16,20,186,168,0,12,147,95,0,12,9.8,1.0,1.5,1.3,3.0,2.6,0.4,0.5,4.9,4.4,0.0,0.9,3.9,2.4,0.0,0.9
56,Wyoming,WY,56013,Fremont,56013000301,"Census Tract 3.01, Fremont County, Wyoming",2135.398014343378,2492,382,1538,183,1145,179,239,175,32,35,113,62,93,79,213,102,876,242,250,139,554,189,46,56,0,48,154,98,62,36,65,52,0,16,33,25,80,68,10.1,7.2,2.6,2.8,9.9,5.2,4.5,3.7,8.7,3.9,35.2,9.2,10.0,5.4,22.7,5.8,4.0,4.9,0.0,2.0,6.2,3.8,4.0,2.3,4.2,3.5,0.0,1.4,2.9,2.2,3.2,2.7,0.1392,0.3165,0.0633,0.3354,0.3544,1.2088,0.0949,0.981,0.038,0.9494,0.4747,0.0,2.4431,0.5127,0.1203,0.1203,0.1203,0.6203,0.3038,0.0,0.5063,0.8038,2.2342,0.3924,6.0064,0.2025,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1293,529,526,27,43,24,20,0,12,75,67,0,12,28,38,0,12,21.9,3.4,1.1,1.7,1.0,0.8,0.0,1.4,3.0,2.7,0.0,1.4,1.1,1.5,0.0,1.4
56,Wyoming,WY,56013,Fremont,56013000302,"Census Tract 3.02, Fremont County, Wyoming",2617.206137559324,1424,185,790,67,594,65,296,103,76,40,76,33,108,49,307,105,300,63,267,76,256,69,15,18,0,48,85,47,10,16,181,54,7,8,15,17,0,12,21.0,6.8,10.4,4.9,12.8,5.4,10.1,4.2,21.6,5.9,21.1,5.0,18.8,4.7,18.0,4.1,2.5,3.0,0.0,3.6,6.0,3.2,1.3,2.0,22.9,6.6,1.2,1.3,2.5,2.9,0.0,0.8,0.6772,0.943,0.1203,0.8354,0.9241,3.5,0.8291,0.7342,0.2468,0.8544,0.2342,0.0,2.0696,0.3228,0.1013,0.1013,0.1013,0.4177,0.7975,0.4557,0.4557,0.0,2.1266,0.3418,7.7975,0.5127,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1774,321,260,0,12,52,27,0,12,31,30,0,12,2,3,0,12,22.5,2.9,0.0,2.4,3.7,1.9,0.0,2.4,2.2,2.0,0.0,2.4,0.1,0.2,0.0,2.4
56,Wyoming,WY,56013,Fremont,56013000400,"Census Tract 4, Fremont County, Wyoming",1358.088681806266,1455,229,1419,134,799,120,331,114,41,29,202,86,123,72,272,134,573,120,114,80,243,87,24,21,0,48,43,34,9,19,130,52,14,25,8,15,24,9,23.0,7.0,5.5,3.6,25.3,10.1,9.5,5.3,18.7,8.0,39.4,7.1,7.8,5.4,16.7,5.5,3.0,2.6,0.0,3.4,3.0,2.3,0.6,1.3,9.2,3.8,1.8,3.1,1.0,1.9,1.6,0.6,0.7215,0.6772,0.7278,0.7785,0.8924,3.7974,0.9241,1.0,0.019,0.7785,0.3291,0.0,2.1266,0.3481,0.0316,0.0316,0.0316,0.3481,0.4747,0.6013,0.1962,0.6772,2.2975,0.4177,8.2531,0.6076,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1043,140,316,7,8,22,25,3,7,3,6,0,12,8,11,0,12,9.8,1.6,0.5,0.5,1.5,1.6,0.2,0.5,0.2,0.4,0.0,2.4,0.5,0.7,0.0,2.4
56,Wyoming,WY,56013,Fremont,56013940100,"Census Tract 9401, Fremont County, Wyoming",1890.38389984117,3965,318,1490,140,1193,142,1401,225,280,64,141,34,332,107,1226,207,541,91,1324,168,613,120,90,29,5,47,3352,3123,0,16,259,45,145,48,30,15,48,42,36.1,5.0,18.0,3.5,11.8,2.5,14.8,4.3,31.2,4.1,13.6,2.3,33.4,3.3,15.6,2.7,7.5,2.3,0.1,1.3,84.5,78.5,0.0,1.1,17.4,3.3,12.2,3.8,2.5,1.2,1.2,1.1,0.943,0.9937,0.0949,0.943,0.981,3.9556,0.9494,0.3418,0.9873,0.7215,0.7785,0.443,3.2721,0.9114,1.0,1.0,1.0,0.0,0.7025,0.9937,0.4557,0.5949,2.7468,0.6582,10.9745,0.9557,1,1,0,1,1,4,0,1,0,0,0,1,1,1,0,0,1,0,0,1,7,4256,1169,420,2,3,147,63,10,11,3123,290,0,12,70,41,0,12,29.8,2.4,0.1,0.1,3.7,1.5,0.3,0.3,78.8,3.6,0.0,0.9,1.8,1.0,0.0,0.9
56,Wyoming,WY,56013,Fremont,56013940201,"Census Tract 9402.01, Fremont County, Wyoming",673.157812629594,4225,326,1655,93,1415,97,795,231,107,55,305,65,175,57,826,165,607,97,1142,189,486,101,38,20,47,65,870,276,0,16,341,67,23,25,21,22,2,3,18.8,5.3,5.3,2.7,21.6,4.3,6.4,2.0,19.6,3.3,14.4,2.2,27.0,4.0,11.5,2.3,2.7,1.4,1.2,1.7,20.6,6.3,0.0,1.0,20.6,3.8,1.6,1.8,1.5,1.6,0.0,0.1,0.6266,0.6646,0.5759,0.5506,0.9177,3.3354,0.7722,0.3797,0.7658,0.2911,0.2722,0.8038,2.5126,0.5506,0.7278,0.7278,0.7278,0.0,0.7532,0.5696,0.2911,0.0,1.6139,0.1962,8.1897,0.6013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2210,434,468,0,12,381,155,2,5,213,99,26,44,248,71,0,12,10.3,0.8,0.0,0.8,9.0,3.5,0.0,0.1,5.0,2.2,0.6,1.0,5.9,1.6,0.0,0.8
56,Wyoming,WY,56013,Fremont,56013940202,"Census Tract 9402.02, Fremont County, Wyoming",459.938778520614,5070,413,1564,137,1358,139,2030,347,293,69,273,77,283,76,1547,288,650,120,1722,214,638,113,146,45,1,65,3451,2788,0,24,463,68,133,44,76,31,12,23,40.2,6.0,14.3,3.2,20.1,5.3,9.9,2.5,30.5,5.1,12.8,2.1,34.0,3.2,12.6,2.0,10.8,3.1,0.0,1.4,68.1,54.7,0.0,1.5,29.6,4.3,9.8,3.1,5.6,2.3,0.2,0.5,0.9684,0.9873,0.5,0.8038,0.9747,4.2342,0.962,0.3038,1.0,0.4177,0.9304,0.0,2.6519,0.6646,0.9937,0.9937,0.9937,0.0,0.8734,0.981,0.7911,0.3861,3.0316,0.8101,10.9114,0.943,1,1,0,0,1,3,0,1,0,1,0,2,1,1,0,0,1,0,0,1,7,3412,1713,554,14,13,377,150,0,17,2783,321,0,17,274,100,3,5,33.9,2.8,0.3,0.2,7.4,2.9,0.0,0.7,54.9,5.0,0.0,0.7,5.4,1.9,0.1,0.1
56,Wyoming,WY,56013,Fremont,56013940301,"Census Tract 9403.01, Fremont County, Wyoming",2.175614113334,1889,410,860,81,732,91,590,367,84,56,169,94,182,108,641,336,184,68,425,205,286,93,32,40,0,48,424,245,0,16,509,104,48,66,43,42,6,11,31.2,18.2,8.9,5.3,23.1,12.5,15.1,8.0,33.9,14.0,9.7,4.1,22.5,9.7,15.1,5.9,4.4,5.4,0.0,3.0,22.4,12.0,0.0,1.9,59.2,10.9,6.6,9.0,5.9,5.7,0.3,0.6,0.9051,0.8924,0.6519,0.9557,0.9937,4.3988,0.9747,0.1139,0.5127,0.6582,0.5253,0.0,1.8101,0.2342,0.7975,0.7975,0.7975,0.0,0.981,0.9557,0.8101,0.4494,3.1962,0.8418,10.2026,0.8797,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,1589,322,558,0,12,173,110,20,31,215,275,0,12,9,21,7,15,17.1,3.7,0.0,1.8,9.2,5.4,1.1,1.7,11.4,13.7,0.0,1.8,0.5,1.1,0.4,0.8
